InternalID,Name,ExternalID,Direction,Lat,Long,Time_Point,NewZone,No_Rts_Ser,Routes_161,Mode,Public_She,Public_Sto
E27220,HARRIET ST AT 5TH AVE,7213.0,Both,40.414574,-79.883212,No,1A,4.0,"59, 61B, 71, P7",Bus,No Shelter,Bus Stop
E27230,HARRIET ST AT 5TH AVE,7254.0,Both,40.41487,-79.883341,No,1A,3.0,"59, 61B, 71",Bus,No Shelter,Bus Stop
E27240,HARRIET ST AT BLDG #2,7212.0,Both,40.413831,-79.883586,No,1A,4.0,"59, 61B, 71, P7",Bus,No Shelter,Bus Stop
E27250,HARRIET ST OPP BLDG #2,7255.0,Both,40.413893,-79.88376,No,1A,4.0,"59, 61B, 71, P7",Bus,No Shelter,Bus Stop
S70475,HARTMAN ST AT ANDERSON AVE,12201.0,Outbound,40.349932,-79.834416,No,2,1.0,56,Bus,No Shelter,Bus Stop
S70483,HARTMAN ST AT CAMP ST,21496.0,Inbound,40.354856,-79.834818,No,2,1.0,56,Bus,No Shelter,Bus Stop
S70476,HARTMAN ST AT O'NEIL BLVD,21501.0,Outbound,40.347631,-79.832672,No,2,1.0,56,Bus,No Shelter,Bus Stop
S70482,HARTMAN ST AT SARAH ST FS,12170.0,Inbound,40.349864,-79.834254,No,2,1.0,56,Bus,No Shelter,Bus Stop
E27510,HAWKINS AVE AT #504,7171.0,Outbound,40.408187,-79.865697,No,1A,1.0,61A,Bus,No Shelter,Bus Stop
E27520,HAWKINS AVE AT #509,7050.0,Inbound,40.408237,-79.865382,No,1A,1.0,61A,Bus,No Shelter,Bus Stop
E27530,HAWKINS AVE AT #552,7172.0,Outbound,40.4069,-79.864055,No,1A,1.0,61A,Bus,No Shelter,Bus Stop
E27390,HAWKINS AVE AT 2ND ST,7053.0,Inbound,40.411769,-79.869628,No,1A,2.0,"59, 61A",Bus,No Shelter,Bus Stop
E27400,HAWKINS AVE AT 2ND ST,7168.0,Outbound,40.411879,-79.870087,No,1A,2.0,"59, 61A",Bus,No Shelter,Bus Stop
E27420,HAWKINS AVE AT 4TH ST,7170.0,Outbound,40.409427,-79.867166,Yes,1A,2.0,"59, 61A",Bus,No Shelter,Bus Stop
E27425,HAWKINS AVE AT 4TH ST,7051.0,Inbound,40.409301,-79.866728,Yes,1A,1.0,61A,Bus,No Shelter,Bus Stop
E27450,HAWKINS AVE AT MIDDLE ST,7173.0,Outbound,40.405459,-79.861892,No,1A,1.0,61A,Bus,No Shelter,Bus Stop
E27470,HAWKINS AVE AT OVERLAND ST,7169.0,Outbound,40.410998,-79.869017,No,1A,2.0,"59, 61A",Bus,No Shelter,Bus Stop
E70764,HAWKINS AVE AT RANKIN BLVD,7210.0,Both,40.412044,-79.881159,Yes,1A,3.0,"59, 71, P7",Bus,No Shelter,Bus Stop
E27500,HAWKINS AVE AT ROSE ST,7049.0,Inbound,40.406829,-79.863541,No,1A,1.0,61A,Bus,No Shelter,Bus Stop
E27460,HAWKINS AVE OPP OVERLAND ST,7052.0,Inbound,40.410977,-79.868655,No,1A,2.0,"59, 61A",Bus,No Shelter,Bus Stop
E27540,HAY ST AT PENN AVE,7625.0,Both,40.444387,-79.885858,Yes,1,6.0,"67, 69, 71D, 78, 79, 86",Bus,No Shelter,Bus Stop
E27550,HAY ST AT PENN AVE,8313.0,Inbound,40.443822,-79.88593,No,1,2.0,"71D, 86",Bus,No Shelter,Bus Stop
E27580,HAYMAKER RD AT BEATTY RD,14716.0,Outbound,40.448415,-79.761266,No,2,1.0,77,Bus,No Shelter,Bus Stop
E27640,HAYMAKER RD AT CLOVER DR,13603.0,Outbound,40.442168,-79.760138,No,2,2.0,"67, P12",Bus,No Shelter,Bus Stop
E28300,HAYMAKER RD OPP CLOVER DR,13507.0,Inbound,40.442531,-79.760194,No,2,2.0,"67, P12",Bus,No Shelter,Bus Stop
N25360,HAZELTON ST AT N CHARLES ST,980.0,Outbound,40.47118,-80.00715,No,1,1.0,11,Bus,No Shelter,Bus Stop
N25370,HAZELTON ST AT SUFFOLK ST,977.0,Outbound,40.467146,-80.005658,No,1,1.0,11,Bus,No Shelter,Bus Stop
N25380,HAZELTON ST OPP SEABRIGHT ST,976.0,Outbound,40.46682,-80.004889,No,1,1.0,11,Bus,No Shelter,Bus Stop
E28620,HAZELWOOD AVE AT #737,20486.0,Both,40.419883,-79.931775,No,1,2.0,"58, 93",Bus,No Shelter,Bus Stop
E28630,HAZELWOOD AVE AT #771,18963.0,Both,40.41982,-79.930154,No,1,2.0,"58, 93",Bus,No Shelter,Bus Stop
E70848,HAZELWOOD AVE AT CALVARY ST,20882.0,Outbound,40.419434,-79.934039,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70849,HAZELWOOD AVE AT EMAHLEA ST,20866.0,Inbound,40.418063,-79.936844,No,1,1.0,93,Bus,No Shelter,Bus Stop
E28590,HAZELWOOD AVE AT FRANK ST,20487.0,Both,40.41981,-79.933052,No,1,2.0,"58, 93",Bus,No Shelter,Bus Stop
E70844,HAZELWOOD AVE AT GIDDINGS ST,20880.0,Outbound,40.414606,-79.939228,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70853,HAZELWOOD AVE AT GLADSTONE ST,17229.0,Inbound,40.412483,-79.940341,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70887,HAZELWOOD AVE AT GREENFIELD AVE,11065.0,Inbound,40.419767,-79.929093,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70840,HAZELWOOD AVE AT MONONGAHELA ST,20875.0,Outbound,40.411522,-79.942932,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70855,HAZELWOOD AVE AT MONONGAHELA ST,20871.0,Inbound,40.411679,-79.942735,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70843,HAZELWOOD AVE AT NANSEN ST,20878.0,Outbound,40.413341,-79.939419,No,1,1.0,93,Bus,No Shelter,Bus Stop
E28610,HAZELWOOD AVE AT NOTLEY ST,12241.0,Both,40.419797,-79.931432,No,1,2.0,"58, 93",Bus,No Shelter,Bus Stop
E70846,HAZELWOOD AVE AT SABINA ST,20881.0,Outbound,40.415874,-79.938549,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70856,HAZELWOOD AVE AT SECOND AVE,12250.0,Inbound,40.411354,-79.944616,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70854,HAZELWOOD AVE AT SYLVAN AVE,12248.0,Inbound,40.411941,-79.941696,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70850,HAZELWOOD AVE AT WINTERBURN AVE,20867.0,Inbound,40.4156,-79.939138,No,1,1.0,93,Bus,No Shelter,Bus Stop
E28660,HAZELWOOD AVE OPP #711,19902.0,Both,40.419749,-79.932573,No,1,2.0,"58, 93",Bus,No Shelter,Bus Stop
E70847,HAZELWOOD AVE OPP EMAHLEA ST,20879.0,Outbound,40.41785,-79.936903,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70842,HAZELWOOD AVE OPP GLADSTONE ST,20877.0,Outbound,40.412293,-79.94048,No,1,1.0,93,Bus,No Shelter,Bus Stop
E28640,HAZELWOOD AVE OPP GREENFIELD AVE,12242.0,Both,40.419611,-79.92935,No,1,2.0,"58, 93",Bus,No Shelter,Bus Stop
E70852,HAZELWOOD AVE OPP NANSEN ST,20868.0,Inbound,40.413537,-79.939543,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70841,HAZELWOOD AVE OPP SYLVAN AVE,12215.0,Outbound,40.411751,-79.941835,No,1,1.0,93,Bus,No Shelter,Bus Stop
W08420,HECKLE RD AT BP STATION,19608.0,Outbound,40.474704,-80.095825,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08460,HECKLE RD AT PINE HOLLOW RD,3483.0,Outbound,40.47504,-80.096108,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08490,HECKLE RD AT SHOP-N-SAVE DRVWY FS,3507.0,Both,40.47351,-80.09457,No,1,2.0,"20, 24",Bus,No Shelter,Bus Stop
W08480,HECKLE RD OPP OHIO VALLEY HOSPITAL ENTRANCE,3508.0,Both,40.47253,-80.093282,Yes,1,2.0,"20, 24",Bus,No Shelter,Bus Stop
W08465,HECKLE RD OPP SHOP-N-SAVE DRVWY,16940.0,Both,40.473429,-80.094173,No,1,2.0,"20, 24",Bus,No Shelter,Bus Stop
W08500,HELEN ST AT CATHERINE ST,3575.0,Outbound,40.472594,-80.056127,No,1,1.0,22,Bus,No Shelter,Bus Stop
W08510,HELEN ST AT CATHERINE ST,3552.0,Inbound,40.472805,-80.056393,No,1,1.0,22,Bus,No Shelter,Bus Stop
W70120,HELEN ST AT ELLA ST FS,3576.0,Outbound,40.47417,-80.057326,Yes,1,1.0,22,Bus,No Shelter,Bus Stop
W08540,HELEN ST AT ROBB ST (MUNSON AVE),3554.0,Inbound,40.47059,-80.05468,No,1,1.0,22,Bus,No Shelter,Bus Stop
W08570,HELEN ST AT SPROUL ST,3574.0,Outbound,40.471479,-80.055223,No,1,1.0,22,Bus,No Shelter,Bus Stop
W08580,HELEN ST AT SPROUL ST FS,18778.0,Inbound,40.471381,-80.055377,No,1,1.0,22,Bus,No Shelter,Bus Stop
N25441,HEMLOCK DR AT #4424,1085.0,Inbound,40.578852,-79.980634,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N25430,HEMLOCK DR AT BABCOCK BLVD,18699.0,Inbound,40.587161,-79.998492,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N25439,HEMLOCK DR AT BUCKTAIL DR,1086.0,Inbound,40.581962,-79.982442,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N25437,HEMLOCK DR AT LAUREL OAK DR,18695.0,Inbound,40.577127,-79.979324,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N25450,HEMLOCK DR AT NORTH PARK POOL (PARK AND RIDE,504.0,Inbound,40.586676,-79.996149,Yes,2,1.0,O5,Bus,No Shelter,Bus Stop
N25475,HEMLOCK DR AT SAMPLE RD,1131.0,Outbound,40.576236,-79.97911,Yes,2,1.0,O5,Bus,No Shelter,Bus Stop
N25456,HEMLOCK DR AT SAMPLE RD FS,1083.0,Inbound,40.576215,-79.978755,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N25460,HEMLOCK DR OPP #4424,1129.0,Outbound,40.57879,-79.980946,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N25470,HEMLOCK DR OPP BUCKTAIL DR,18718.0,Outbound,40.58195,-79.982802,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N25465,HEMLOCK DR OPP LAUREL OAK DR,18719.0,Outbound,40.577185,-79.97974,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N71194,HEMLOCK DR OPP NORTH PARK POOL (PARK AND RIDE,18717.0,Outbound,40.586461,-79.996469,Yes,2,1.0,O5,Bus,No Shelter,Bus Stop
N25490,HENDERSON ST AT CARRIE ST,967.0,Outbound,40.461184,-80.001613,Yes,1,1.0,11,Bus,No Shelter,Bus Stop
N25510,HENDERSON ST AT FOUNTAIN ST,983.0,Outbound,40.458961,-80.006875,No,1,1.0,11,Bus,No Shelter,Bus Stop
N25500,HENDERSON ST AT JAMES ST STEPS,985.0,Outbound,40.459537,-80.002603,No,1,1.0,11,Bus,No Shelter,Bus Stop
N25520,HENDERSON ST OPP JAY ST,986.0,Outbound,40.460157,-80.001716,No,1,1.0,11,Bus,No Shelter,Bus Stop
N25530,HENDERSON ST OPP SANDUSKY CT,984.0,Outbound,40.459137,-80.005674,No,1,1.0,11,Bus,No Shelter,Bus Stop
W08700,HERBST RD AT #225,3439.0,Both,40.499482,-80.116589,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08720,HERBST RD AT #235,3438.0,Both,40.499542,-80.115119,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08586,HERBST RD AT BOSTIAN DR,15992.0,Both,40.485422,-80.113245,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08590,HERBST RD AT DOWNS DR,3443.0,Both,40.492827,-80.118341,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08610,HERBST RD AT FOREST GROVE RD,3452.0,Both,40.482212,-80.112061,Yes,1,1.0,20,Bus,No Shelter,Bus Stop
W70143,HERBST RD AT HERBST MANOR RD,21116.0,Both,40.491371,-80.119282,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08740,HERBST RD AT MARY ST,3447.0,Both,40.486395,-80.117841,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08660,HERBST RD AT ROSE AVE FS,18783.0,Both,40.487259,-80.118513,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08760,HERBST RD AT VIGNE RD,3445.0,Both,40.489526,-80.119668,No,1,1.0,20,Bus,No Shelter,Bus Stop
W70160,HERBST RD OPP AGNES ST,22419.0,Both,40.4865,-80.1139,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08800,HERBST RD OPP GRANT ST,3448.0,Both,40.486838,-80.115187,No,1,1.0,20,Bus,No Shelter,Bus Stop
W08820,HERBST RD OPP JENNY LN,3441.0,Both,40.494011,-80.117159,No,1,1.0,20,Bus,No Shelter,Bus Stop
E28690,HERMAN AVE AT STATION ST,7800.0,Both,40.393125,-79.808584,No,2,1.0,69,Bus,No Shelter,Bus Stop
E28705,HERRON AVE AT DOBSON ST,2612.0,Inbound,40.458349,-79.964353,Yes,1,1.0,54,Bus,No Shelter,Bus Stop
E28720,HERRON AVE AT HANCOCK ST,2613.0,Inbound,40.457055,-79.9648,No,1,1.0,54,Bus,No Shelter,Bus Stop
E28722,HERRON AVE AT LIBERTY AVE,2688.0,Outbound,40.461429,-79.966972,No,1,1.0,54,Bus,No Shelter,Bus Stop
E28725,HERRON AVE AT RUTHVEN ST,2687.0,Outbound,40.459178,-79.965835,No,1,1.0,54,Bus,No Shelter,Bus Stop
E28730,HERRON AVE OPP RUTHVEN ST FS,2611.0,Inbound,40.459079,-79.96599,No,1,1.0,54,Bus,No Shelter,Bus Stop
E28910,HIGHLAND AVE AT ALDER ST,3265.0,Outbound,40.457029,-79.925101,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29210,HIGHLAND AVE AT ALDER ST,3135.0,Inbound,40.457396,-79.925279,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E70365,HIGHLAND AVE AT BAUM BLVD,19383.0,Inbound,40.460585,-79.925077,Yes,1,1.0,71B,Bus,No Shelter,Bus Stop
E70423,HIGHLAND AVE AT BROAD ST,17602.0,Inbound,40.462542,-79.924438,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E70814,HIGHLAND AVE AT ELLSWORTH AVE STEPS,20765.0,Inbound,40.458708,-79.925206,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E70815,HIGHLAND AVE AT ELLSWORTH AVE STEPS,20766.0,Outbound,40.458701,-79.925026,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E28970,HIGHLAND AVE AT ELWOOD ST,3137.0,Inbound,40.455029,-79.925393,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E28860,HIGHLAND AVE AT FIFTH AVE,3140.0,Inbound,40.451955,-79.924121,Yes,1,1.0,71B,Bus,No Shelter,Bus Stop
E28880,HIGHLAND AVE AT FIFTH AVE FS,19420.0,Outbound,40.452104,-79.924006,Yes,1,1.0,71B,Bus,No Shelter,Bus Stop
E28980,HIGHLAND AVE AT HAMPTON ST,3123.0,Inbound,40.473776,-79.919287,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E28990,HIGHLAND AVE AT HAMPTON ST,3277.0,Outbound,40.473327,-79.919255,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29000,HIGHLAND AVE AT HAYS ST,3127.0,Inbound,40.468041,-79.921893,No,1,2.0,"71B, 75",Bus,No Shelter,Bus Stop
E29020,HIGHLAND AVE AT HOWE ST,3139.0,Inbound,40.453328,-79.924919,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29030,HIGHLAND AVE AT HOWE ST,3261.0,Outbound,40.453221,-79.924667,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29040,HIGHLAND AVE AT JACKSON ST,3125.0,Inbound,40.471228,-79.920459,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29050,HIGHLAND AVE AT JACKSON ST,3275.0,Outbound,40.470998,-79.920331,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29055,HIGHLAND AVE AT PENN AVE,3268.0,Outbound,40.461266,-79.924804,Yes,1,1.0,71B,Bus,No Shelter,Bus Stop
E29070,HIGHLAND AVE AT RIPPEY ST,3129.0,Inbound,40.46479,-79.923422,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29130,HIGHLAND AVE AT STANTON AVE,3126.0,Inbound,40.469808,-79.9211,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29140,HIGHLAND AVE AT STANTON AVE,3274.0,Outbound,40.469547,-79.921006,Yes,1,2.0,"71B, 75",Bus,No Shelter,Bus Stop
E29057,HIGHLAND AVE AT STATION ST,3270.0,Outbound,40.46358,-79.923764,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29150,HIGHLAND AVE AT VINTAGE SENIOR CITIZEN CTR,8539.0,Inbound,40.465396,-79.92315,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29160,HIGHLAND AVE AT WALNUT ST,3138.0,Inbound,40.454201,-79.925453,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29170,HIGHLAND AVE AT WALNUT ST,3262.0,Outbound,40.454105,-79.925206,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29180,HIGHLAND AVE AT WELLESLEY AVE,3124.0,Inbound,40.472568,-79.919832,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29190,HIGHLAND AVE AT WELLESLEY AVE,3276.0,Outbound,40.472356,-79.919711,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29077,HIGHLAND AVE OPP BAUM BLVD,3267.0,Outbound,40.460336,-79.924902,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29220,HIGHLAND AVE OPP BRYANT CT,3278.0,Outbound,40.474394,-79.918757,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29105,HIGHLAND AVE OPP ELWOOD ST,3263.0,Outbound,40.455045,-79.925214,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E29240,HIGHLAND AVE OPP HAYS ST,19412.0,Outbound,40.467972,-79.921761,No,1,2.0,"71B, 75",Bus,No Shelter,Bus Stop
E70164,HIGHLAND AVE OPP RIPPEY ST FS,9294.0,Outbound,40.464826,-79.923192,No,1,1.0,71B,Bus,No Shelter,Bus Stop
E55304,HIGHLAND DR AT JOB CORP DR FS,20313.0,Both,40.477913,-79.899159,No,1,1.0,74,Bus,No Shelter,Bus Stop
X08113,HIGHLAND RD AT OXFORD DR,19675.0,Outbound,40.348879,-80.050401,No,2,1.0,36,Bus,No Shelter,Bus Stop
X08111,HIGHLAND RD AT OXFORD DR FS,19268.0,Inbound,40.349053,-80.050506,No,2,1.0,36,Bus,No Shelter,Bus Stop
X08115,HIGHLAND RD AT WASHINGTON RD FS,6613.0,Outbound,40.348092,-80.051786,No,2,1.0,36,Bus,No Shelter,Bus Stop
N26415,HILL ST AT LOCUST PL,2376.0,Outbound,40.542219,-80.178607,Yes,2,1.0,21,Bus,No Shelter,Bus Stop
E29363,HILLCREST ST AT AIKEN AVE,9251.0,Outbound,40.467655,-79.934745,No,1,1.0,89,Bus,No Shelter,Bus Stop
E29360,HILLCREST ST AT ATLANTIC AVE,9215.0,Inbound,40.468193,-79.938071,No,1,1.0,89,Bus,No Shelter,Bus Stop
E29361,HILLCREST ST OPP FANNELL ST,9249.0,Outbound,40.467913,-79.93662,No,1,1.0,89,Bus,No Shelter,Bus Stop
E70945,HILLCREST ST OPP WICKLOW ST,22312.0,Outbound,40.467775,-79.935672,No,1,1.0,89,Bus,No Shelter,Bus Stop
E70886,HOBART RD AT GREENFIELD RD FS,21469.0,Both,40.43251,-79.936301,No,1,3.0,"58, 65, 93",Bus,No Shelter,Bus Stop
S70268,HOFFMAN BLVD AT DUQUESNE BLVD FS,19569.0,Outbound,40.384458,-79.863616,No,2,1.0,59,Bus,No Shelter,Bus Stop
S22270,HOFFMAN BLVD AT KENNYWOOD BLVD,20406.0,Inbound,40.384711,-79.862812,No,2,1.0,59,Bus,No Shelter,Bus Stop
S22275,HOFFMAN BLVD AT K-MART DR,20185.0,Inbound,40.382709,-79.866917,No,2,1.0,59,Bus,No Shelter,Bus Stop
S70192,HOFFMAN BLVD OPP K-MART DR,20160.0,Outbound,40.38287,-79.867038,No,2,1.0,59,Bus,No Shelter,Bus Stop
E29420,HOLIDAY PARK DR AT HWY RT 286,13565.0,Both,40.475246,-79.707681,Yes,2,1.0,P12,Bus,No Shelter,Bus Stop
S22300,HOLLYROOD DR AT PROSPECT RD,9570.0,Outbound,40.363081,-79.96404,No,1,1.0,Y49,Bus,No Shelter,Bus Stop
S70229,HOLLYROOD DR AT PROSPECT RD FS,20247.0,Inbound,40.363077,-79.963731,No,1,1.0,Y49,Bus,No Shelter,Bus Stop
S22980,HOMEVILLE RD AT CASTLE DR #1,11754.0,Outbound,40.381494,-79.877437,No,2,1.0,52L,Bus,No Shelter,Bus Stop
S23090,HOMEVILLE RD AT CASTLE DR #1,11703.0,Inbound,40.376801,-79.875415,No,2,1.0,52L,Bus,No Shelter,Bus Stop
S22990,HOMEVILLE RD AT CASTLE DR #2,11756.0,Outbound,40.376922,-79.875618,No,2,1.0,52L,Bus,No Shelter,Bus Stop
S23000,HOMEVILLE RD AT COMMONWEALTH AVE,11706.0,Inbound,40.38241,-79.877643,Yes,2,1.0,52L,Bus,No Shelter,Bus Stop
S23030,HOMEVILLE RD AT MUNICIPAL RD,11757.0,Outbound,40.373814,-79.873924,No,2,1.0,52L,Bus,No Shelter,Bus Stop
S23100,HOMEVILLE RD OPP CASTLE DR #2,11705.0,Inbound,40.381271,-79.877185,No,2,1.0,52L,Bus,No Shelter,Bus Stop
E29690,HOMEWOOD AVE AT BENNETT ST,8380.0,Inbound,40.456275,-79.896677,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29700,HOMEWOOD AVE AT BENNETT ST,8465.0,Outbound,40.456629,-79.896657,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29702,HOMEWOOD AVE AT FINANCE ST (EAST BUSWAY),8377.0,Inbound,40.452914,-79.898596,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29710,HOMEWOOD AVE AT FRANKSTOWN AVE,8464.0,Outbound,40.457527,-79.896389,Yes,1,1.0,74,Bus,No Shelter,Bus Stop
E29720,HOMEWOOD AVE AT FRANKSTOWN AVE FS,20044.0,Inbound,40.457532,-79.896116,Yes,1,1.0,74,Bus,No Shelter,Bus Stop
E29730,HOMEWOOD AVE AT HAMILTON AVE,8378.0,Inbound,40.454491,-79.897497,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29740,HOMEWOOD AVE AT HAMILTON AVE,8467.0,Outbound,40.454749,-79.897556,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29750,HOMEWOOD AVE AT HERMITAGE ST,8384.0,Inbound,40.460026,-79.895214,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29760,HOMEWOOD AVE AT HERMITAGE ST,8462.0,Outbound,40.460276,-79.895253,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29780,HOMEWOOD AVE AT IDLEWILD ST,20045.0,Inbound,40.458045,-79.895983,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29800,HOMEWOOD AVE AT KEDRON ST,8385.0,Inbound,40.460593,-79.894944,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29820,HOMEWOOD AVE AT KELLY ST,8379.0,Inbound,40.455316,-79.896998,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29830,HOMEWOOD AVE AT KELLY ST,8466.0,Outbound,40.45573,-79.897076,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29850,HOMEWOOD AVE AT MONTICELLO ST,8383.0,Inbound,40.45935,-79.89548,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29860,HOMEWOOD AVE AT MT VERNON ST,8386.0,Inbound,40.461221,-79.894693,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29870,HOMEWOOD AVE AT MT VERNON ST,8461.0,Outbound,40.461528,-79.894765,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29890,HOMEWOOD AVE AT PENN AVE,8375.0,Inbound,40.448996,-79.901308,Yes,1,1.0,74,Bus,No Shelter,Bus Stop
E29900,HOMEWOOD AVE AT PENN AVE,8470.0,Outbound,40.449294,-79.901377,Yes,1,1.0,74,Bus,No Shelter,Bus Stop
E29910,HOMEWOOD AVE AT RACE ST,8382.0,Inbound,40.458686,-79.895731,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29920,HOMEWOOD AVE AT RACE ST,8463.0,Outbound,40.458948,-79.895833,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29940,HOMEWOOD AVE AT REYNOLDS ST,8472.0,Outbound,40.446623,-79.903212,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29950,HOMEWOOD AVE AT ROYCREST PL,8471.0,Outbound,40.448177,-79.902108,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29980,HOMEWOOD AVE AT THOMAS BLVD,8376.0,Inbound,40.450728,-79.90013,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29990,HOMEWOOD AVE AT THOMAS BLVD,8469.0,Outbound,40.451041,-79.900082,No,1,1.0,74,Bus,No Shelter,Bus Stop
E29790,HOMEWOOD AVE OPP FINANCE ST (EAST BUSWAY),20372.0,Outbound,40.453085,-79.898748,No,1,1.0,74,Bus,No Shelter,Bus Stop
E30010,HOMEWOOD AVE OPP ROYCREST PL,8374.0,Inbound,40.448028,-79.902044,No,1,1.0,74,Bus,No Shelter,Bus Stop
S70573,HORNING RD AT #5621,21616.0,Inbound,40.333031,-79.989016,No,2,1.0,Y45,Bus,No Shelter,Bus Stop
S70036,HORNING RD AT BROUGHTON RD,20808.0,Outbound,40.33016,-79.988336,No,2,1.0,Y45,Bus,No Shelter,Bus Stop
S13933,HORNING RD AT BROUGHTON RD FS,18853.0,Inbound,40.330332,-79.988192,No,2,1.0,Y45,Bus,No Shelter,Bus Stop
S70574,HORNING RD OPP #5621,21647.0,Outbound,40.332998,-79.98914,No,2,1.0,Y45,Bus,No Shelter,Bus Stop
E30110,HOWLEY ST AT FRIENDSHIP AVE,14862.0,Outbound,40.465039,-79.951271,No,1,1.0,87,Bus,No Shelter,Bus Stop
E30100,HOWLEY ST AT SHUR SAVE DRVWY FS (GANGWISH S,19447.0,Outbound,40.4644,-79.952155,No,1,1.0,87,Bus,No Shelter,Bus Stop
N26838,HULTON RD AT 10TH ST,14469.0,Inbound,40.523754,-79.831921,No,2,1.0,P16,Bus,No Shelter,Bus Stop
N26840,HULTON RD AT 11TH ST,14470.0,Inbound,40.523956,-79.830452,No,2,1.0,P16,Bus,No Shelter,Bus Stop
N26842,HULTON RD AT 12TH ST,14471.0,Inbound,40.52421,-79.829046,No,2,1.0,P16,Bus,No Shelter,Bus Stop
N26844,HULTON RD AT 13TH ST,15112.0,Inbound,40.524559,-79.827275,No,2,1.0,P16,Bus,No Shelter,Bus Stop
N26846,HULTON RD AT 15TH ST,14472.0,Inbound,40.525415,-79.823236,No,2,1.0,P16,Bus,No Shelter,Bus Stop
E30175,HULTON RD AT 3RD ST,14508.0,Outbound,40.526028,-79.842569,No,2,3.0,"78, P16, P78",Bus,No Shelter,Bus Stop
N26832,HULTON RD AT 5TH ST,14466.0,Inbound,40.524917,-79.838713,Yes,2,1.0,P16,Bus,No Shelter,Bus Stop
N26856,HULTON RD AT 5TH ST,14311.0,Outbound,40.525017,-79.838334,Yes,2,1.0,P16,Bus,No Shelter,Bus Stop
